,,,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
118,Danny Drinkwater\Danny-Drinkwater,eng ENG,MF,Burnley,29,1990,1,1,58,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
119,Danny Drinkwater\Danny-Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.04,0.01,0.05,0.04,0.05,Matches
120,Josip Drmić\Josip-Drmic,ch SUI,FWMF,Norwich City,26,1992,21,5,647,1,0,0,0,0,1,0.14,0.00,0.14,0.14,0.14,2.7,2.7,0.4,0.37,0.06,0.43,0.37,0.43,Matches
121,Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,30,1989,37,37,3330,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
122,Ondrej Duda\Ondrej-Duda,sk SVK,MF,Norwich City,24,1994,10,9,724,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,1.0,0.10,0.13,0.23,0.10,0.23,Matches
123,Shane Duffy\Shane-Duffy,ie IRL,DF,Brighton,27,1992,19,12,1238,1,0,0,0,2,0,0.07,0.00,0.07,0.07,0.07,1.6,1.6,0.0,0.12,0.00,0.12,0.12,0.12,Matches
124,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,27,1991,16,14,1228,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.01,0.01,0.00,0.01,Matches
125,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,27,1991,35,35,3140,3,3,0,0,9,0,0.09,0.09,0.17,0.09,0.17,4.2,4.2,1.1,0.12,0.03,0.15,0.12,0.15,Matches
126,Ederson\Ederson,br BRA,GK,Manchester City,25,1993,34,34,2981,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.00,0.00,0.00,0.00,Matches
127,John Egan\John-Egan,ie IRL,DF,Sheffield Utd,26,1992,35,35,3097,2,0,0,0,5,1,0.06,0.00,0.06,0.06,0.06,2.4,2.4,0.1,0.07,0.00,0.07,0.07,0.07,Matches
128,Harvey Elliot\Harvey-Elliot,eng ENG,DF,Liverpool,16,2003,2,0,8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
129,Ahmed Elmohamady\Ahmed-Elmohamady,eg EGY,DF,Aston Villa,31,1987,18,11,1031,1,1,0,0,1,0,0.09,0.09,0.17,0.09,0.17,0.3,0.3,2.5,0.02,0.22,0.24,0.02,0.24,Matches
130,Björn Engels\Bjorn-Engels,be BEL,DF,Aston Villa,24,1994,17,15,1447,1,0,0,0,1,0,0.06,0.00,0.06,0.06,0.06,0.9,0.9,0.1,0.05,0.01,0.06,0.05,0.06,Matches
131,Christian Eriksen\Christian-Eriksen,dk DEN,MFFW,Tottenham,27,1992,20,10,1097,2,2,0,0,5,0,0.16,0.16,0.33,0.16,0.33,2.0,2.0,2.0,0.16,0.17,0.33,0.16,0.33,Matches
132,Jonny Evans\Jonny-Evans,nir NIR,DF,Leicester City,31,1988,37,37,3294,1,1,0,0,7,0,0.03,0.03,0.05,0.03,0.05,2.6,2.6,0.6,0.07,0.02,0.09,0.07,0.09,Matches
133,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,West Ham,34,1985,24,24,2027,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
134,Fabinho\Fabinho,br BRA,MF,Liverpool,25,1993,28,22,2079,2,3,0,0,6,0,0.09,0.13,0.22,0.09,0.22,0.4,0.4,1.8,0.02,0.08,0.09,0.02,0.09,Matches
135,Ralf Fährmann\Ralf-Fahrmann,de GER,GK,Norwich City,30,1988,1,1,21,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
136,Kiko Femenía\Kiko-Femenia,es ESP,DF,Watford,28,1991,27,25,2193,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,1.5,0.00,0.06,0.07,0.00,0.07,Matches
137,Bruno Fernandes\Bruno-Fernandes,pt POR,MF,Manchester Utd,24,1994,13,13,1101,7,7,3,3,2,0,0.57,0.57,1.14,0.33,0.90,5.1,2.8,2.5,0.41,0.20,0.62,0.23,0.43,Matches
138,Gedson Fernandes\Gedson-Fernandes,pt POR,MFDF,Tottenham,20,1999,7,0,68,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.08,0.19,0.27,0.08,0.27,Matches
139,Federico Fernández\Federico-Fernandez,ar ARG,DF,Newcastle Utd,30,1989,31,28,2530,2,2,0,0,7,0,0.07,0.07,0.14,0.07,0.14,1.6,1.6,0.3,0.06,0.01,0.07,0.06,0.07,Matches
140,Fernandinho\Fernandinho,br BRA,DF,Manchester City,34,1985,29,26,2352,0,1,0,0,9,2,0.00,0.04,0.04,0.00,0.04,0.9,0.9,0.6,0.04,0.02,0.06,0.04,0.06,Matches
141,Roberto Firmino\Roberto-Firmino,br BRA,FW,Liverpool,27,1991,37,34,2961,9,7,0,0,0,0,0.27,0.21,0.49,0.27,0.49,13.6,13.6,6.1,0.41,0.18,0.60,0.41,0.60,Matches
142,John Fleck\John-Fleck,sco SCO,MF,Sheffield Utd,27,1991,29,27,2426,5,2,0,0,8,0,0.19,0.07,0.26,0.19,0.26,3.4,3.4,3.3,0.13,0.12,0.25,0.13,0.25,Matches
143,Phil Foden\Phil-Foden,eng ENG,FWMF,Manchester City,19,2000,22,8,856,5,2,0,0,0,0,0.53,0.21,0.74,0.53,0.74,3.8,3.8,1.8,0.40,0.19,0.59,0.40,0.59,Matches
144,Pablo Fornals\Pablo-Fornals,es ESP,MFFW,West Ham,23,1996,35,23,2106,2,5,0,0,3,0,0.09,0.21,0.30,0.09,0.30,3.0,3.0,2.2,0.13,0.09,0.22,0.13,0.22,Matches
145,Ben Foster\Ben-Foster,eng ENG,GK,Watford,36,1983,37,37,3330,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.00,0.00,0.00,0.00,0.00,Matches
146,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Manchester Utd,21,1998,2,2,135,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.04,0.08,0.12,0.04,0.12,Matches
147,Dimitri Foulquier\Dimitri-Foulquier,fr FRA,MFDF,Watford,26,1993,3,1,59,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03,Matches
148,Juan Foyth\Juan-Foyth,ar ARG,DF,Tottenham,21,1998,4,1,68,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03,Matches
149,Simon Francis\Simon-Francis,eng ENG,DF,Bournemouth,34,1985,15,10,969,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.02,0.03,0.05,0.02,0.05,Matches
150,Ryan Fraser\Ryan-Fraser,sco SCO,MFFW,Bournemouth,25,1994,28,21,2067,1,4,0,0,2,0,0.04,0.17,0.22,0.04,0.22,3.3,3.3,4.0,0.14,0.18,0.32,0.14,0.32,Matches
151,Fred\Fred,br BRA,MF,Manchester Utd,26,1993,29,23,2163,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,2.0,2.0,2.8,0.09,0.12,0.20,0.09,0.20,Matches
152,Ryan Fredericks\Ryan-Fredericks,eng ENG,DF,West Ham,26,1992,26,24,2147,0,3,0,0,6,0,0.00,0.13,0.13,0.00,0.13,0.1,0.1,2.4,0.00,0.10,0.11,0.00,0.11,Matches
153,Kieron Freeman\Kieron-Freeman,wal WAL,FW,Sheffield Utd,27,1992,2,0,7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
154,Luke Freeman\Luke-Freeman,eng ENG,MF,Sheffield Utd,27,1992,11,3,366,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.02,0.07,0.08,0.02,0.08,Matches
155,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,33,1986,11,8,772,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.02,0.01,0.02,0.02,0.02,Matches
156,Eric García\Eric-Garcia,es ESP,DF,Manchester City,18,2001,12,7,748,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.06,0.01,0.07,0.06,0.07,Matches
157,James Garner\James-Garner,eng ENG,MF,Manchester Utd,18,2001,1,0,9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
158,Dwight Gayle\Dwight-Gayle,eng ENG,FW,Newcastle Utd,28,1990,19,9,781,3,2,0,0,2,0,0.35,0.23,0.58,0.35,0.58,4.1,4.1,0.9,0.48,0.10,0.58,0.48,0.58,Matches
159,Paulo Gazzaniga\Paulo-Gazzaniga,ar ARG,GK,Tottenham,27,1992,18,17,1613,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.00,0.02,0.02,0.00,0.02,Matches
160,Jean-Philippe Gbamin\Jean-Philippe-Gbamin,ci CIV,MF,Everton,23,1995,2,1,136,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
161,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,28,1990,37,37,3330,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
162,Anwar El Ghazi\Anwar-El-Ghazi,nl NED,FWMF,Aston Villa,24,1995,33,26,2050,4,4,1,1,3,0,0.18,0.18,0.35,0.13,0.31,6.3,5.5,2.8,0.27,0.12,0.40,0.24,0.36,Matches
163,Morgan Gibbs-White\Morgan-Gibbs-White,eng ENG,MFFW,Wolves,19,2000,7,1,129,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.06,0.06,0.12,0.06,0.12,Matches
164,Billy Gilmour\Billy-Gilmour,sco SCO,MF,Chelsea,18,2001,6,2,194,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.03,0.08,0.11,0.03,0.11,Matches
165,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,32,1986,17,11,916,7,0,0,0,0,0,0.69,0.00,0.69,0.69,0.69,6.2,6.2,1.1,0.61,0.10,0.71,0.61,0.71,Matches
166,Ben Godfrey\Ben-Godfrey,eng ENG,DF,Norwich City,21,1998,29,29,2554,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,0.03,0.00,0.03,0.03,0.03,Matches
167,André Gomes\Andre-Gomes,pt POR,MF,Everton,26,1993,18,16,1368,0,1,0,0,6,0,0.00,0.07,0.07,0.00,0.07,0.3,0.3,0.8,0.02,0.05,0.07,0.02,0.07,Matches
168,Angel Gomes\Angel-Gomes,eng ENG,MF,Manchester Utd,18,2000,2,0,21,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.66,0.66,0.00,0.66,Matches
169,Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,22,1997,27,21,1914,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.01,0.01,0.00,0.01,Matches
170,Anthony Gordon\Anthony-Gordon,eng ENG,MF,Everton,18,2001,10,4,407,0,1,0,0,0,0,0.00,0.22,0.22,0.00,0.22,0.3,0.3,0.5,0.06,0.11,0.17,0.06,0.17,Matches
171,Dan Gosling\Dan-Gosling,eng ENG,MF,Bournemouth,29,1990,23,13,1174,3,1,0,0,3,0,0.23,0.08,0.31,0.23,0.31,2.1,2.1,1.1,0.16,0.08,0.24,0.16,0.24,Matches
172,Andre Gray\Andre-Gray,eng ENG,FW,Watford,28,1991,23,7,755,2,0,0,0,1,0,0.24,0.00,0.24,0.24,0.24,2.8,2.8,1.7,0.33,0.20,0.53,0.33,0.53,Matches
173,Demarai Gray\Demarai-Gray,eng ENG,MFFW,Leicester City,23,1996,20,3,604,2,3,0,1,1,0,0.30,0.45,0.75,0.30,0.75,2.3,1.6,1.6,0.35,0.23,0.58,0.23,0.47,Matches
174,Jack Grealish\Jack-Grealish,eng ENG,FWMF,Aston Villa,23,1995,35,35,3143,7,6,0,1,8,0,0.20,0.17,0.37,0.20,0.37,6.3,5.5,6.9,0.18,0.20,0.38,0.16,0.36,Matches
175,Mason Greenwood\Mason-Greenwood,eng ENG,FW,Manchester Utd,17,2001,30,11,1244,10,1,0,0,0,0,0.72,0.07,0.80,0.72,0.80,3.5,3.5,0.7,0.25,0.05,0.30,0.25,0.30,Matches
176,Arnaut Groeneveld\Arnaut-Groeneveld,nl NED,MF,Bournemouth,22,1997,14,6,630,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.3,0.13,0.04,0.17,0.13,0.17,Matches
177,Pascal Groß\Pascal-Gross,de GER,FWMF,Brighton,28,1991,29,22,1796,2,4,0,0,4,0,0.10,0.20,0.30,0.10,0.30,1.8,1.8,5.4,0.09,0.27,0.36,0.09,0.36,Matches
178,Vicente Guaita\Vicente-Guaita,es ESP,GK,Crystal Palace,32,1987,34,34,3060,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
179,Mattéo Guendouzi\Matteo-Guendouzi,fr FRA,MF,Arsenal,20,1999,24,19,1748,0,1,0,0,6,0,0.00,0.05,0.05,0.00,0.05,0.6,0.6,1.1,0.03,0.06,0.09,0.03,0.09,Matches
180,Frederic Guilbert\Frederic-Guilbert,fr FRA,DF,Aston Villa,24,1994,24,21,1966,0,2,0,0,7,0,0.00,0.09,0.09,0.00,0.09,0.4,0.4,1.4,0.02,0.06,0.08,0.02,0.08,Matches
181,İlkay Gündoğan\Ilkay-Gundogan,de GER,MF,Manchester City,28,1990,30,21,1975,2,1,1,2,7,0,0.09,0.05,0.14,0.05,0.09,4.5,3.0,2.6,0.21,0.12,0.33,0.14,0.26,Matches
182,Angus Gunn\Angus-Gunn,eng ENG,GK,Southampton,23,1996,10,10,900,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
183,Sébastien Haller\Sebastien-Haller,fr FRA,FW,West Ham,25,1994,31,24,2221,7,1,0,0,1,0,0.28,0.04,0.32,0.28,0.32,7.5,7.5,2.0,0.31,0.08,0.39,0.31,0.39,Matches
184,Grant Hanley\Grant-Hanley,sco SCO,DF,Norwich City,27,1991,15,14,1262,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.04,0.00,0.04,0.04,0.04,Matches
185,Kortney Hause\Kortney-Hause,eng ENG,DF,Aston Villa,24,1995,17,17,1530,1,0,0,0,3,0,0.06,0.00,0.06,0.06,0.06,2.1,2.1,0.2,0.12,0.01,0.14,0.12,0.14,Matches
186,Isaac Hayden\Isaac-Hayden,eng ENG,MF,Newcastle Utd,24,1995,28,26,2202,1,2,0,0,4,1,0.04,0.08,0.12,0.04,0.12,1.1,1.1,1.5,0.05,0.06,0.11,0.05,0.11,Matches
187,Tom Heaton\Tom-Heaton,eng ENG,GK,Aston Villa,33,1986,20,20,1794,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
188,Dean Henderson\Dean-Henderson,eng ENG,GK,Sheffield Utd,22,1997,35,35,3150,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.00,0.00,0.00,0.00,Matches
189,Jordan Henderson\Jordan-Henderson,eng ENG,MF,Liverpool,29,1990,30,26,2238,4,5,0,0,2,0,0.16,0.20,0.36,0.16,0.36,1.4,1.4,2.9,0.06,0.11,0.17,0.06,0.17,Matches
190,Jeff Hendrick\Jeff-Hendrick,ie IRL,MF,Burnley,27,1992,24,22,1931,2,2,0,0,8,0,0.09,0.09,0.19,0.09,0.19,1.7,1.7,0.8,0.08,0.04,0.12,0.08,0.12,Matches
191,Wayne Hennessey\Wayne-Hennessey,wal WAL,GK,Crystal Palace,32,1987,3,3,270,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
192,Javier Hernández\Javier-Hernandez,mx MEX,FW,West Ham,31,1988,2,1,107,1,0,0,0,0,0,0.84,0.00,0.84,0.84,0.84,0.7,0.7,0.0,0.62,0.00,0.62,0.62,0.62,Matches
193,Onel Hernández\Onel-Hernandez,cu CUB,FWMF,Norwich City,26,1993,25,13,1298,1,2,0,0,0,0,0.07,0.14,0.21,0.07,0.21,2.2,2.2,1.0,0.15,0.07,0.22,0.15,0.22,Matches
194,Son Heung-min\Son-Heung-min,kr KOR,FWMF,Tottenham,27,1992,29,27,2397,11,10,0,1,0,2,0.41,0.38,0.79,0.41,0.79,8.5,7.7,6.6,0.32,0.25,0.57,0.29,0.53,Matches
195,George Hirst\George-Hirst,eng ENG,FW,Leicester City,20,1999,1,0,8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,1.33,0.00,1.33,1.33,1.33,Matches
196,Rob Holding\Rob-Holding,eng ENG,DF,Arsenal,23,1995,7,5,491,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
197,José Holebas\Jose-Holebas,gr GRE,DF,Watford,35,1984,14,11,1025,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.7,0.04,0.07,0.10,0.04,0.10,Matches
198,Mason Holgate\Mason-Holgate,eng ENG,DF,Everton,22,1996,27,24,2054,0,3,0,0,5,0,0.00,0.13,0.13,0.00,0.13,2.3,2.3,0.5,0.10,0.02,0.12,0.10,0.12,Matches
199,Nathan Holland\Nathan-Holland,eng ENG,MF,West Ham,21,1998,2,0,33,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.10,0.00,0.10,0.10,0.10,Matches
200,Conor Hourihane\Conor-Hourihane,ie IRL,MF,Aston Villa,28,1991,26,17,1459,3,5,0,0,4,0,0.19,0.31,0.49,0.19,0.49,1.6,1.6,5.0,0.10,0.31,0.40,0.10,0.40,Matches
201,Callum Hudson-Odoi\Callum-Hudson-Odoi,eng ENG,FW,Chelsea,18,2000,21,7,850,1,5,0,0,1,0,0.11,0.53,0.64,0.11,0.64,2.0,2.0,2.5,0.21,0.26,0.47,0.21,0.47,Matches
202,Will Hughes\Will-Hughes,eng ENG,MFFW,Watford,24,1995,29,26,2172,1,1,0,0,8,0,0.04,0.04,0.08,0.04,0.08,2.8,2.8,1.4,0.12,0.06,0.17,0.12,0.17,Matches
203,Pierre Højbjerg\Pierre-Hojbjerg,dk DEN,MF,Southampton,23,1995,33,30,2752,0,1,0,0,5,0,0.00,0.03,0.03,0.00,0.03,2.8,2.8,1.9,0.09,0.06,0.15,0.09,0.15,Matches
204,Jordon Ibe\Jordon-Ibe,eng ENG,DF,Bournemouth,23,1995,2,0,50,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
205,Adam Idah\Adam-Idah,ie IRL,FWMF,Norwich City,18,2001,11,1,214,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.1,0.40,0.02,0.42,0.40,0.42,Matches
206,Odion Ighalo\Odion-Ighalo,ng NGA,FW,Manchester Utd,30,1989,10,0,100,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.6,1.6,0.2,1.44,0.14,1.57,1.44,1.57,Matches
207,Kelechi Iheanacho\Kelechi-Iheanacho,ng NGA,FWMF,Leicester City,22,1996,19,11,903,5,3,0,0,1,0,0.50,0.30,0.80,0.50,0.80,4.6,4.6,2.3,0.45,0.23,0.68,0.45,0.68,Matches
208,Danny Ings\Danny-Ings,eng ENG,FW,Southampton,27,1992,37,31,2714,21,2,0,1,3,0,0.70,0.07,0.76,0.70,0.76,15.2,14.5,2.5,0.51,0.08,0.59,0.48,0.56,Matches
209,Alex Iwobi\Alex-Iwobi,ng NGA,MFFW,Everton,23,1996,25,19,1596,1,0,0,0,0,0,0.06,0.00,0.06,0.06,0.06,2.2,2.2,2.4,0.13,0.13,0.26,0.13,0.26,Matches
210,Phil Jagielka\Phil-Jagielka,eng ENG,DF,Sheffield Utd,36,1982,6,2,244,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
211,Alireza Jahanbakhsh\Alireza-Jahanbakhsh,ir IRN,FWMF,Brighton,25,1993,9,3,310,2,0,0,0,0,0,0.58,0.00,0.58,0.58,0.58,0.5,0.5,0.1,0.14,0.02,0.16,0.14,0.16,Matches
212,Daniel James\Daniel-James,wal WAL,FW,Manchester Utd,21,1997,33,26,2287,3,6,0,0,4,0,0.12,0.24,0.35,0.12,0.35,3.3,3.3,4.0,0.13,0.16,0.29,0.13,0.29,Matches
213,Matty James\Matty-James,eng ENG,MF,Leicester City,28,1991,1,0,6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
214,Reece James\Reece-James,eng ENG,DF,Chelsea,19,1999,23,15,1425,0,2,0,0,1,0,0.00,0.13,0.13,0.00,0.13,0.7,0.7,3.3,0.04,0.21,0.25,0.04,0.25,Matches
215,Daryl Janmaat\Daryl-Janmaat,nl NED,DF,Watford,30,1989,8,7,607,0,1,0,0,1,0,0.00,0.15,0.15,0.00,0.15,0.3,0.3,0.4,0.04,0.06,0.11,0.04,0.11,Matches
216,Gabriel Jesus\Gabriel-Jesus,br BRA,FW,Manchester City,22,1997,33,20,1940,13,7,0,1,3,0,0.60,0.32,0.93,0.60,0.93,17.9,17.1,3.2,0.83,0.15,0.98,0.79,0.94,Matches
217,Raúl Jiménez\Raul-Jimenez,mx MEX,FW,Wolves,28,1991,37,36,3146,17,6,4,4,3,0,0.49,0.17,0.66,0.37,0.54,15.2,12.1,5.6,0.43,0.16,0.59,0.35,0.51,Matches
218,Joelinton\Joelinton,br BRA,FW,Newcastle Utd,22,1996,37,32,2638,2,2,0,0,7,0,0.07,0.07,0.14,0.07,0.14,5.0,5.0,2.5,0.17,0.08,0.26,0.17,0.26,Matches
219,Ben Johnson\Ben-Johnson,eng ENG,DF,West Ham,19,2000,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
220,Curtis Jones\Curtis-Jones,eng ENG,MF,Liverpool,18,2001,5,1,120,1,0,0,0,0,0,0.75,0.00,0.75,0.75,0.75,0.9,0.9,0.0,0.69,0.00,0.69,0.69,0.69,Matches
221,Phil Jones\Phil-Jones,eng ENG,DF,Manchester Utd,27,1992,2,2,135,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.15,0.00,0.15,0.15,0.15,Matches
222,Jorginho\Jorginho,it ITA,MF,Chelsea,27,1991,30,26,2292,4,2,3,3,10,0,0.16,0.08,0.24,0.04,0.12,3.5,1.2,2.3,0.14,0.09,0.23,0.05,0.14,Matches
223,Jota\Jota,es ESP,FWMF,Aston Villa,28,1991,10,4,335,0,1,0,0,0,0,0.00,0.27,0.27,0.00,0.27,0.3,0.3,0.6,0.07,0.17,0.24,0.07,0.24,Matches
224,Diogo Jota\Diogo-Jota,pt POR,FWMF,Wolves,22,1996,33,26,2201,7,1,0,0,3,0,0.29,0.04,0.33,0.29,0.33,9.6,9.6,3.9,0.39,0.16,0.55,0.39,0.55,Matches
225,James Justin\James-Justin,eng ENG,DF,Leicester City,21,1998,12,10,922,0,1,0,0,1,0,0.00,0.10,0.10,0.00,0.10,0.4,0.4,0.8,0.04,0.08,0.12,0.04,0.12,Matches
226,Christian Kabasele\Christian-Kabasele,be BEL,DF,Watford,28,1991,26,25,2160,0,2,0,0,3,2,0.00,0.08,0.08,0.00,0.08,1.1,1.1,0.5,0.05,0.02,0.07,0.05,0.07,Matches
227,Harry Kane\Harry-Kane,eng ENG,FW,Tottenham,26,1993,28,28,2497,17,2,2,2,4,0,0.61,0.07,0.68,0.54,0.61,10.6,9.1,2.4,0.38,0.09,0.47,0.33,0.41,Matches
228,N'Golo Kanté\NGolo-Kante,fr FRA,MF,Chelsea,28,1991,22,20,1732,3,0,0,0,4,0,0.16,0.00,0.16,0.16,0.16,1.6,1.6,2.0,0.08,0.11,0.19,0.08,0.19,Matches
229,Moise Kean\Moise-Kean,it ITA,FW,Everton,19,2000,28,5,783,1,2,0,0,1,0,0.11,0.23,0.34,0.11,0.34,3.1,3.1,0.6,0.36,0.06,0.42,0.36,0.42,Matches
230,Michael Keane\Michael-Keane,eng ENG,DF,Everton,26,1993,30,27,2469,2,0,0,0,2,0,0.07,0.00,0.07,0.07,0.07,1.6,1.6,0.6,0.06,0.02,0.08,0.06,0.08,Matches
231,Naby Keïta\Naby-Keita,gn GUI,MF,Liverpool,24,1995,17,8,731,2,3,0,0,1,0,0.25,0.37,0.62,0.25,0.62,1.5,1.5,2.4,0.18,0.29,0.48,0.18,0.48,Matches
232,Lloyd Kelly\Lloyd-Kelly,eng ENG,DF,Bournemouth,20,1998,7,6,549,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.01,0.03,0.04,0.01,0.04,Matches
233,Martin Kelly\Martin-Kelly,eng ENG,DF,Crystal Palace,29,1990,19,17,1549,0,1,0,0,0,0,0.00,0.06,0.06,0.00,0.06,0.1,0.1,0.9,0.01,0.05,0.06,0.01,0.06,Matches
234,Max Kilman\Max-Kilman,eng ENG,DF,Wolves,22,1997,3,2,185,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
235,Joshua King\Joshua-King,no NOR,FWMF,Bournemouth,27,1992,25,23,1924,5,3,2,2,0,0,0.23,0.14,0.37,0.14,0.28,5.9,4.4,3.6,0.28,0.17,0.44,0.21,0.37,Matches
236,Timm Klose\Timm-Klose,ch SUI,DF,Norwich City,31,1988,7,7,585,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.06,0.00,0.06,0.06,0.06,Matches
237,Jonathan Kodjia\Jonathan-Kodjia,ci CIV,FWMF,Aston Villa,29,1989,6,0,117,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.04,0.00,0.04,0.04,0.04,Matches
